"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2001","Europe","25.7 [25.0-26.4]","25.70000","25.00000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2002","Europe","25.8 [25.2-26.5]","25.80000","25.20000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2003","Europe","26.0 [25.3-26.6]","26.00000","25.30000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2004","Europe","26.2 [25.5-26.9]","26.20000","25.50000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2005","Europe","26.3 [25.6-27.1]","26.30000","25.60000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2006","Europe","26.5 [25.6-27.3]","26.50000","25.60000","27.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2007","Europe","26.6 [25.7-27.6]","26.60000","25.70000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1980","Africa","19.5 [17.2-22.0]","19.50000","17.20000","22.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1981","Africa","19.5 [17.3-21.9]","19.50000","17.30000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1982","Africa","19.6 [17.5-21.8]","19.60000","17.50000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1983","Africa","19.6 [17.6-21.8]","19.60000","17.60000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1984","Africa","19.7 [17.7-21.7]","19.70000","17.70000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1985","Africa","19.7 [17.9-21.7]","19.70000","17.90000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1986","Africa","19.8 [18.0-21.7]","19.80000","18.00000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1987","Africa","19.8 [18.1-21.6]","19.80000","18.10000","21.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1988","Africa","19.9 [18.3-21.7]","19.90000","18.30000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1989","Africa","20.0 [18.4-21.7]","20.00000","18.40000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1990","Africa","20.1 [18.6-21.8]","20.10000","18.60000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1991","Africa","20.2 [18.8-21.8]","20.20000","18.80000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1992","Africa","20.3 [18.9-21.9]","20.30000","18.90000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1993","Africa","20.4 [19.0-21.9]","20.40000","19.00000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1994","Africa","20.5 [19.2-21.9]","20.50000","19.20000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1995","Africa","20.6 [19.3-21.9]","20.60000","19.30000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1996","Africa","20.7 [19.4-22.0]","20.70000","19.40000","22.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1997","Africa","20.8 [19.6-22.0]","20.80000","19.60000","22.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1998","Africa","20.9 [19.7-22.0]","20.90000","19.70000","22.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","1999","Africa","20.9 [19.8-22.1]","20.90000","19.80000","22.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2000","Africa","21.0 [20.0-22.1]","21.00000","20.00000","22.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2001","Africa","21.2 [20.2-22.2]","21.20000","20.20000","22.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2002","Africa","21.3 [20.4-22.2]","21.30000","20.40000","22.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2003","Africa","21.4 [20.6-22.3]","21.40000","20.60000","22.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2004","Africa","21.5 [20.8-22.3]","21.50000","20.80000","22.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2005","Africa","21.7 [21.0-22.4]","21.70000","21.00000","22.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2006","Africa","21.8 [21.2-22.5]","21.80000","21.20000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Botswana","Male","2007","Africa","22.0 [21.3-22.7]","22.00000","21.30000","22.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1980","Americas","22.6 [21.3-24.0]","22.60000","21.30000","24.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1981","Americas","22.7 [21.5-23.9]","22.70000","21.50000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1982","Americas","22.8 [21.8-23.9]","22.80000","21.80000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1983","Americas","22.9 [21.9-23.9]","22.90000","21.90000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1984","Americas","23.0 [22.1-23.8]","23.00000","22.10000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1985","Americas","23.1 [22.3-23.8]","23.10000","22.30000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1986","Americas","23.2 [22.5-23.8]","23.20000","22.50000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1987","Americas","23.3 [22.7-23.8]","23.30000","22.70000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1988","Americas","23.4 [22.9-23.9]","23.40000","22.90000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1989","Americas","23.5 [23.1-23.9]","23.50000","23.10000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1990","Americas","23.6 [23.2-24.0]","23.60000","23.20000","24.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1991","Americas","23.7 [23.3-24.1]","23.70000","23.30000","24.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1992","Americas","23.8 [23.4-24.2]","23.80000","23.40000","24.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1993","Americas","23.9 [23.5-24.3]","23.90000","23.50000","24.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1994","Americas","24.0 [23.6-24.4]","24.00000","23.60000","24.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1995","Americas","24.1 [23.7-24.6]","24.10000","23.70000","24.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1996","Americas","24.3 [23.8-24.7]","24.30000","23.80000","24.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1997","Americas","24.4 [24.0-24.8]","24.40000","24.00000","24.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1998","Americas","24.5 [24.1-24.9]","24.50000","24.10000","24.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","1999","Americas","24.6 [24.2-25.0]","24.60000","24.20000","25.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2000","Americas","24.7 [24.3-25.1]","24.70000","24.30000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2001","Americas","24.8 [24.5-25.2]","24.80000","24.50000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2002","Americas","25.0 [24.6-25.4]","25.00000","24.60000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2003","Americas","25.1 [24.7-25.5]","25.10000","24.70000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2004","Americas","25.2 [24.8-25.7]","25.20000","24.80000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2005","Americas","25.4 [24.9-25.8]","25.40000","24.90000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2006","Americas","25.5 [25.0-26.0]","25.50000","25.00000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brazil","Male","2007","Americas","25.6 [25.1-26.2]","25.60000","25.10000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1980","Western Pacific","23.3 [20.4-26.2]","23.30000","20.40000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1981","Western Pacific","23.3 [20.5-26.1]","23.30000","20.50000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1982","Western Pacific","23.4 [20.6-26.1]","23.40000","20.60000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1983","Western Pacific","23.4 [20.7-26.0]","23.40000","20.70000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1984","Western Pacific","23.4 [20.8-26.0]","23.40000","20.80000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1985","Western Pacific","23.4 [20.9-26.0]","23.40000","20.90000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1986","Western Pacific","23.4 [20.9-26.0]","23.40000","20.90000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1987","Western Pacific","23.5 [21.0-25.9]","23.50000","21.00000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1988","Western Pacific","23.5 [21.0-25.9]","23.50000","21.00000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1989","Western Pacific","23.5 [21.1-25.9]","23.50000","21.10000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1990","Western Pacific","23.5 [21.1-25.9]","23.50000","21.10000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1991","Western Pacific","23.5 [21.1-25.9]","23.50000","21.10000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1992","Western Pacific","23.5 [21.2-25.9]","23.50000","21.20000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1993","Western Pacific","23.6 [21.2-25.9]","23.60000","21.20000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1994","Western Pacific","23.6 [21.3-26.0]","23.60000","21.30000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1995","Western Pacific","23.7 [21.3-26.0]","23.70000","21.30000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1996","Western Pacific","23.7 [21.4-26.1]","23.70000","21.40000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1997","Western Pacific","23.8 [21.4-26.1]","23.80000","21.40000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1998","Western Pacific","23.8 [21.5-26.2]","23.80000","21.50000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","1999","Western Pacific","23.9 [21.5-26.2]","23.90000","21.50000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2000","Western Pacific","23.9 [21.6-26.2]","23.90000","21.60000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2001","Western Pacific","23.9 [21.6-26.2]","23.90000","21.60000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2002","Western Pacific","23.9 [21.6-26.2]","23.90000","21.60000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2003","Western Pacific","24.0 [21.7-26.3]","24.00000","21.70000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2004","Western Pacific","24.0 [21.7-26.3]","24.00000","21.70000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2005","Western Pacific","24.1 [21.7-26.4]","24.10000","21.70000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2006","Western Pacific","24.1 [21.7-26.4]","24.10000","21.70000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Brunei Darussalam","Male","2007","Western Pacific","24.1 [21.7-26.5]","24.10000","21.70000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1980","Europe","25.1 [23.2-26.9]","25.10000","23.20000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1981","Europe","25.1 [23.3-26.9]","25.10000","23.30000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1982","Europe","25.2 [23.5-26.9]","25.20000","23.50000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1983","Europe","25.3 [23.6-26.8]","25.30000","23.60000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1984","Europe","25.3 [23.8-26.8]","25.30000","23.80000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1985","Europe","25.4 [23.9-26.8]","25.40000","23.90000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1986","Europe","25.4 [24.0-26.9]","25.40000","24.00000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1987","Europe","25.5 [24.1-26.9]","25.50000","24.10000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1988","Europe","25.6 [24.2-26.9]","25.60000","24.20000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1989","Europe","25.6 [24.3-26.9]","25.60000","24.30000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1990","Europe","25.6 [24.3-26.9]","25.60000","24.30000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1991","Europe","25.6 [24.4-26.9]","25.60000","24.40000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1992","Europe","25.6 [24.5-26.8]","25.60000","24.50000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1993","Europe","25.6 [24.5-26.8]","25.60000","24.50000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1994","Europe","25.6 [24.6-26.7]","25.60000","24.60000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1995","Europe","25.7 [24.6-26.7]","25.70000","24.60000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1996","Europe","25.7 [24.7-26.7]","25.70000","24.70000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1997","Europe","25.7 [24.7-26.6]","25.70000","24.70000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1998","Europe","25.7 [24.8-26.6]","25.70000","24.80000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","1999","Europe","25.7 [24.9-26.6]","25.70000","24.90000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2000","Europe","25.8 [25.0-26.6]","25.80000","25.00000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2001","Europe","25.9 [25.1-26.6]","25.90000","25.10000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2002","Europe","25.9 [25.2-26.7]","25.90000","25.20000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2003","Europe","26.0 [25.3-26.7]","26.00000","25.30000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2004","Europe","26.1 [25.4-26.9]","26.10000","25.40000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2005","Europe","26.2 [25.5-27.0]","26.20000","25.50000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2006","Europe","26.4 [25.6-27.2]","26.40000","25.60000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Bulgaria","Male","2007","Europe","26.5 [25.6-27.4]","26.50000","25.60000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Burkina Faso","Male","1980","Africa","20.0 [17.5-22.4]","20.00000","17.50000","22.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Burkina Faso","Male","1981","Africa","20.0 [17.7-22.3]","20.00000","17.70000","22.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Burkina Faso","Male","1982","Africa","20.0 [17.8-22.2]","20.00000","17.80000","22.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Burkina Faso","Male","1983","Africa","20.1 [17.9-22.2]","20.10000","17.90000","22.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Burkina Faso","Male","1984","Africa","20.1 [18.1-22.1]","20.10000","18.10000","22.10000",""
